venue,n_race,date
ST,14,2011/11/13
HV,14,2011/11/16
ST,14,2011/11/20
HV,14,2011/11/23
ST,14,2011/11/27
HV,14,2011/11/30
HV,14,2012/02/01
ST,14,2012/01/01
ST,14,2012/02/05
HV,14,2012/02/08
ST,14,2012/02/11
HV,14,2012/02/15
ST,14,2012/02/19
HV,14,2012/02/22
ST,14,2012/02/26
HV,14,2012/02/29
HV,14,2012/01/04
ST,14,2012/01/08
HV,14,2012/01/11
ST,14,2012/01/15
HV,14,2012/01/18
ST,14,2012/01/21
ST,14,2012/01/25
ST,14,2012/01/29
ST,14,2012/04/01
ST,14,2012/03/04
ST,14,2012/04/09
HV,14,2012/04/15
HV,14,2012/04/18
ST,14,2012/04/21
HV,14,2012/04/25
ST,14,2012/04/29
HV,14,2012/03/07
ST,14,2012/03/10
HV,14,2012/03/14
ST,14,2012/03/18
ST,14,2012/03/21
ST,14,2012/03/25
HV,14,2012/03/28
ST,14,2012/06/03
HV,14,2012/05/02
HV,14,2012/06/06
ST,14,2012/06/09
HV,14,2012/06/13
ST,14,2012/06/17
HV,14,2012/06/20
ST,14,2012/06/24
ST,14,2012/05/06
HV,14,2012/05/09
ST,14,2012/05/12
ST,14,2012/05/16
ST,14,2012/05/19
ST,14,2012/05/27
HV,14,2012/05/30
ST,14,2012/09/08
ST,14,2012/07/01
HV,14,2012/09/12
ST,14,2012/09/16
HV,14,2012/09/19
ST,14,2012/09/23
HV,14,2012/09/26
HV,14,2012/07/04
ST,14,2012/07/08
HV,14,2012/07/11
ST,14,2012/07/15
ST,14,2012/11/04
ST,14,2012/10/01
HV,14,2012/11/07
ST,14,2012/11/10
ST,14,2012/11/14
ST,14,2012/11/18
HV,14,2012/11/21
ST,14,2012/11/25
HV,14,2012/11/28
ST,14,2012/10/06
HV,14,2012/10/10
ST,14,2012/10/14
ST,14,2012/10/17
HV,14,2012/10/21
HV,14,2012/10/24
ST,14,2012/10/28
ST,14,2013/01/01
ST,14,2012/12/02
ST,14,2013/01/06
HV,14,2013/01/09
ST,14,2013/01/12
HV,14,2013/01/16
ST,14,2013/01/20
HV,14,2013/01/23
ST,14,2013/01/27
HV,14,2013/01/30
HV,14,2012/12/05
ST,14,2012/12/09
HV,14,2012/12/12
ST,14,2012/12/16
HV,14,2012/12/19
ST,14,2012/12/22
HV,14,2012/12/28
ST,14,2013/03/02
ST,14,2013/02/02
HV,14,2013/03/06
ST,14,2013/03/10
HV,14,2013/03/13
ST,14,2013/03/17
ST,14,2013/03/20
ST,14,2013/03/24
HV,14,2013/03/27
HV,14,2013/02/06
ST,14,2013/02/12
ST,14,2013/02/17
HV,14,2013/02/20
ST,14,2013/02/24
HV,14,2013/02/27
ST,14,2013/05/01
ST,14,2013/04/01
ST,14,2013/05/05
HV,14,2013/05/08
ST,14,2013/05/11
HV,14,2013/05/15
ST,14,2013/05/18
HV,14,2013/05/22
ST,14,2013/05/26
HV,14,2013/05/29
ST,14,2013/04/07
HV,14,2013/04/10
HV,14,2013/04/14
HV,14,2013/04/17
ST,14,2013/04/20
HV,14,2013/04/24
ST,14,2013/04/28
ST,14,2013/07/01
ST,14,2013/06/02
HV,14,2013/07/04
ST,14,2013/07/07
HV,14,2013/07/10
HV,14,2013/06/05
ST,14,2013/06/08
ST,14,2013/06/12
ST,14,2013/06/16
HV,14,2013/06/19
ST,14,2013/06/23
HV,14,2013/06/26
ST,14,2013/10/01
ST,14,2013/09/08
ST,14,2013/10/06
HV,14,2013/10/09
ST,14,2013/10/12
ST,14,2013/10/16
HV,14,2013/10/20
HV,14,2013/10/23
ST,14,2013/10/27
ST,14,2013/10/30
HV,14,2013/09/11
ST,14,2013/09/15
HV,14,2013/09/17
ST,14,2013/09/22
HV,14,2013/09/25
ST,14,2013/12/01
ST,14,2013/11/03
HV,14,2013/12/04
ST,14,2013/12/08
HV,14,2013/12/11
ST,14,2013/12/15
HV,14,2013/12/18
ST,14,2013/12/21
HV,14,2013/12/26
ST,14,2013/12/29
HV,14,2013/11/06
ST,14,2013/11/09
HV,14,2013/11/13
ST,14,2013/11/17
HV,14,2013/11/20
ST,14,2013/11/24
HV,14,2013/11/27
ST,14,2014/02/02
ST,14,2014/01/01
HV,14,2014/02/05
ST,14,2014/02/08
HV,14,2014/02/12
ST,14,2014/02/16
HV,14,2014/02/19
ST,14,2014/02/23
HV,14,2014/02/26
ST,14,2014/01/05
HV,14,2014/01/08
ST,14,2014/01/11
HV,14,2014/01/15
ST,14,2014/01/19
HV,14,2014/01/22
ST,14,2014/01/26
HV,14,2014/04/02
ST,14,2014/03/01
ST,14,2014/04/06
HV,14,2014/04/09
ST,14,2014/04/13
HV,14,2014/04/16
ST,14,2014/04/21
ST,14,2014/04/27
HV,14,2014/04/30
HV,14,2014/03/05
ST,14,2014/03/09
HV,14,2014/03/12
ST,14,2014/03/16
HV,14,2014/03/19
ST,14,2014/03/23
ST,14,2014/03/26
ST,14,2014/03/30
ST,14,2014/06/01
ST,14,2014/05/04
HV,14,2014/06/05
ST,14,2014/06/08
ST,14,2014/06/11
ST,14,2014/06/15
ST,14,2014/06/18
ST,14,2014/06/22
ST,14,2014/06/25
ST,14,2014/06/28
HV,14,2014/05/07
ST,14,2014/05/10
HV,14,2014/05/14
ST,14,2014/05/17
HV,14,2014/05/21
ST,14,2014/05/25
HV,14,2014/05/28
ST,14,2014/09/14
ST,14,2014/07/01
ST,14,2014/09/17
ST,14,2014/09/21
ST,14,2014/09/24
ST,14,2014/09/27
ST,14,2014/07/06
ST,14,2014/11/02
ST,14,2014/10/01
ST,14,2014/11/09
HV,14,2014/11/12
ST,14,2014/11/15
HV,14,2014/11/19
ST,14,2014/11/23
HV,14,2014/11/26
ST,14,2014/11/30
ST,14,2014/10/05
ST,14,2014/10/08
ST,14,2014/10/12
ST,14,2014/10/15
HV,14,2014/10/19
HV,14,2014/10/22
ST,14,2014/10/26
HV,14,2014/10/29
ST,14,2015/01/01
HV,14,2014/12/03
ST,14,2015/01/04
HV,14,2015/01/07
ST,14,2015/01/10
HV,14,2015/01/14
ST,14,2015/01/18
HV,14,2015/01/21
ST,14,2015/01/25
HV,14,2015/01/28
ST,14,2014/12/07
HV,14,2014/12/10
ST,14,2014/12/14
HV,14,2014/12/17
ST,14,2014/12/20
ST,14,2014/12/28
ST,14,2015/03/01
ST,14,2015/02/01
HV,14,2015/03/04
ST,14,2015/03/08
HV,14,2015/03/11
ST,14,2015/03/15
HV,14,2015/03/18
ST,14,2015/03/21
ST,14,2015/03/25
ST,14,2015/03/29
HV,14,2015/02/04
ST,14,2015/02/07
HV,14,2015/02/11
ST,14,2015/02/15
ST,14,2015/02/21
HV,14,2015/02/25
ST,14,2015/05/03
HV,14,2015/04/01
HV,14,2015/05/06
ST,14,2015/05/09
HV,14,2015/05/13
ST,14,2015/05/16
HV,14,2015/05/20
ST,14,2015/05/24
ST,14,2015/05/27
ST,14,2015/05/31
ST,14,2015/04/07
ST,14,2015/04/12
HV,14,2015/04/15
ST,14,2015/04/19
HV,14,2015/04/22
ST,14,2015/04/26
HV,14,2015/04/29
ST,14,2015/07/01
HV,14,2015/06/03
ST,14,2015/07/05
HV,14,2015/07/08
ST,14,2015/07/12
ST,14,2015/06/07
HV,14,2015/06/10
ST,14,2015/06/14
HV,14,2015/06/17
ST,14,2015/06/21
HV,14,2015/06/24
ST,14,2015/06/27
ST,14,2015/10/01
ST,14,2015/09/06
ST,14,2015/10/04
HV,14,2015/10/07
ST,14,2015/10/10
HV,14,2015/10/14
ST,14,2015/10/18
HV,14,2015/10/22
ST,14,2015/10/25
HV,14,2015/09/09
ST,14,2015/09/13
HV,14,2015/09/16
ST,14,2015/09/19
HV,14,2015/09/23
ST,14,2015/09/28
HV,14,2015/12/02
HV,14,2015/11/01
ST,14,2015/12/06
HV,14,2015/12/09
ST,14,2015/12/13
HV,14,2015/12/16
ST,14,2015/12/19
HV,14,2015/12/23
ST,14,2015/12/27
ST,14,2015/11/08
HV,14,2015/11/11
ST,14,2015/11/14
ST,14,2015/11/18
ST,14,2015/11/21
HV,14,2015/11/25
ST,14,2015/11/29
HV,14,2016/02/03
ST,14,2016/01/01
ST,14,2016/02/06
ST,14,2016/02/10
ST,14,2016/02/14
HV,14,2016/02/17
ST,14,2016/02/21
HV,14,2016/02/24
ST,14,2016/02/28
HV,14,2016/01/06
ST,14,2016/01/09
HV,14,2016/01/13
ST,14,2016/01/17
HV,14,2016/01/20
ST,14,2016/01/24
ST,14,2016/01/31
ST,14,2016/04/03
HV,14,2016/03/02
ST,14,2016/04/06
ST,14,2016/04/10
HV,14,2016/04/13
ST,14,2016/04/16
HV,14,2016/04/20
ST,14,2016/04/24
HV,14,2016/04/27
ST,14,2016/03/06
HV,14,2016/03/09
ST,14,2016/03/13
HV,14,2016/03/16
ST,14,2016/03/20
HV,14,2016/03/23
ST,14,2016/03/28
HV,14,2016/03/31
HV,14,2016/06/01
ST,14,2016/05/01
ST,14,2016/06/05
HV,14,2016/06/09
ST,14,2016/06/12
HV,14,2016/06/15
ST,14,2016/06/19
HV,14,2016/06/22
ST,14,2016/06/26
HV,14,2016/05/04
ST,14,2016/05/07
HV,14,2016/05/11
ST,14,2016/05/14
HV,14,2016/05/18
ST,14,2016/05/22
ST,14,2016/05/29
ST,14,2016/09/03
ST,14,2016/07/01
HV,14,2016/09/07
ST,14,2016/09/11
ST,14,2016/09/18
HV,14,2016/09/21
ST,14,2016/09/25
HV,14,2016/09/28
HV,14,2016/07/06
ST,14,2016/07/10
ST,14,2016/11/02
ST,14,2016/10/01
ST,14,2016/11/06
HV,14,2016/11/09
ST,14,2016/11/12
HV,14,2016/11/16
ST,14,2016/11/20
HV,14,2016/11/23
ST,14,2016/11/27
HV,14,2016/11/30
HV,14,2016/10/05
ST,14,2016/10/08
HV,14,2016/10/12
ST,14,2016/10/16
HV,14,2016/10/19
ST,14,2016/10/23
HV,14,2016/10/26
HV,14,2016/10/30
ST,14,2017/01/01
ST,14,2016/12/04
HV,14,2017/01/04
ST,14,2017/01/08
HV,14,2017/01/11
ST,14,2017/01/14
ST,14,2017/01/18
ST,14,2017/01/22
HV,14,2017/01/25
ST,14,2017/01/30
HV,14,2016/12/07
ST,14,2016/12/11
HV,14,2016/12/14
ST,14,2016/12/17
HV,14,2016/12/22
ST,14,2016/12/27
ST,14,2017/03/01
HV,14,2017/02/02
ST,14,2017/03/05
HV,14,2017/03/08
ST,14,2017/03/12
HV,14,2017/03/15
ST,14,2017/03/19
HV,14,2017/03/22
ST,14,2017/03/26
HV,14,2017/03/29
ST,14,2017/02/05
HV,14,2017/02/08
ST,14,2017/02/11
HV,14,2017/02/15
ST,14,2017/02/19
HV,14,2017/02/22
ST,14,2017/02/26
HV,14,2017/05/03
ST,14,2017/04/02
ST,14,2017/05/07
HV,14,2017/05/10
ST,14,2017/05/13
HV,14,2017/05/17
ST,14,2017/05/21
HV,14,2017/05/24
ST,14,2017/05/28
ST,14,2017/05/31
ST,14,2017/04/05
ST,14,2017/04/09
HV,14,2017/04/12
ST,14,2017/04/17
HV,14,2017/04/20
ST,14,2017/04/23
HV,14,2017/04/26
ST,14,2017/04/30
ST,14,2017/07/01
ST,14,2017/06/04
ST,14,2017/07/09
HV,14,2017/07/12
ST,14,2017/07/16
HV,14,2017/06/07
ST,14,2017/06/11
HV,14,2017/06/14
ST,14,2017/06/18
HV,14,2017/06/21
ST,14,2017/06/25
HV,14,2017/06/28
ST,14,2017/10/01
ST,14,2017/09/03
HV,14,2017/10/05
ST,14,2017/10/08
HV,14,2017/10/11
ST,14,2017/10/14
HV,14,2017/10/18
ST,14,2017/10/22
HV,14,2017/10/25
HV,14,2017/10/29
HV,14,2017/09/06
ST,14,2017/09/10
HV,14,2017/09/13
ST,14,2017/09/16
HV,14,2017/09/20
ST,14,2017/09/24
HV,14,2017/09/27
ST,14,2017/12/03
ST,14,2017/11/01
HV,14,2017/12/06
ST,14,2017/12/10
HV,14,2017/12/13
ST,14,2017/12/17
HV,14,2017/12/20
ST,14,2017/12/23
HV,14,2017/12/27
ST,14,2017/11/05
HV,14,2017/11/08
ST,14,2017/11/11
HV,14,2017/11/15
ST,14,2017/11/19
HV,14,2017/11/22
ST,14,2017/11/26
HV,14,2017/11/29
ST,14,2018/02/04
ST,14,2018/01/01
HV,14,2018/02/07
ST,14,2018/02/10
HV,14,2018/02/14
ST,14,2018/02/18
HV,14,2018/02/21
ST,14,2018/02/25
ST,14,2018/02/28
ST,14,2018/01/07
HV,14,2018/01/10
ST,14,2018/01/13
HV,14,2018/01/17
ST,14,2018/01/21
ST,14,2018/01/24
ST,14,2018/01/28
HV,14,2018/01/31
ST,14,2018/04/02
ST,14,2018/03/03
ST,14,2018/04/08
HV,14,2018/04/11
ST,14,2018/04/15
HV,14,2018/04/18
ST,14,2018/04/21
HV,14,2018/04/25
ST,14,2018/04/29
HV,14,2018/03/07
ST,14,2018/03/11
HV,14,2018/03/14
ST,14,2018/03/18
HV,14,2018/03/21
ST,14,2018/03/25
HV,14,2018/03/28
ST,14,2018/06/03
ST,14,2018/05/02
HV,14,2018/06/06
ST,14,2018/06/10
HV,14,2018/06/13
ST,14,2018/06/16
ST,14,2018/06/24
HV,14,2018/06/27
ST,14,2018/05/06
HV,14,2018/05/09
ST,14,2018/05/12
HV,14,2018/05/16
ST,14,2018/05/20
HV,14,2018/05/23
ST,14,2018/05/27
ST,14,2018/05/30
ST,14,2018/09/02
ST,14,2018/07/01
HV,14,2018/09/05
ST,14,2018/09/09
HV,14,2018/09/12
ST,14,2018/09/16
ST,14,2018/09/22
HV,14,2018/09/26
HV,14,2018/07/04
ST,14,2018/07/08
HV,14,2018/07/11
ST,14,2018/07/15
ST,14,2018/11/04
ST,14,2018/10/01
HV,14,2018/11/07
ST,14,2018/11/10
HV,14,2018/11/14
ST,14,2018/11/18
HV,14,2018/11/21
ST,14,2018/11/25
HV,14,2018/11/28
HV,14,2018/10/03
ST,14,2018/10/07
HV,14,2018/10/10
ST,14,2018/10/13
HV,14,2018/10/18
ST,14,2018/10/21
HV,14,2018/10/24
HV,14,2018/10/28
ST,14,2018/10/31
ST,14,2019/01/01
ST,14,2018/12/02
ST,14,2019/01/06
HV,14,2019/01/09
ST,14,2019/01/12
HV,14,2019/01/16
ST,14,2019/01/20
HV,14,2019/01/23
ST,14,2019/01/27
HV,14,2019/01/30
HV,14,2018/12/05
ST,14,2018/12/09
HV,14,2018/12/12
ST,14,2018/12/16
ST,14,2018/12/19
ST,14,2018/12/23
HV,14,2018/12/26
ST,14,2018/12/29
ST,14,2019/03/02
ST,14,2019/02/02
HV,14,2019/03/06
ST,14,2019/03/10
HV,14,2019/03/13
ST,14,2019/03/17
HV,14,2019/03/20
CH,14,2019/03/23
ST,14,2019/03/24
HV,14,2019/03/27
ST,14,2019/03/31
ST,14,2019/02/07
ST,14,2019/02/10
HV,14,2019/02/13
ST,14,2019/02/17
HV,14,2019/02/20
ST,14,2019/02/24
HV,14,2019/02/27
HV,14,2019/05/01
ST,14,2019/04/03
ST,14,2019/05/05
ST,14,2019/05/08
ST,14,2019/05/11
HV,14,2019/05/15
ST,14,2019/05/18
HV,14,2019/05/22
ST,14,2019/05/26
HV,14,2019/05/29
ST,14,2019/04/07
HV,14,2019/04/10
ST,14,2019/04/14
HV,14,2019/04/17
ST,14,2019/04/22
HV,14,2019/04/24
ST,14,2019/04/28
ST,14,2019/07/01
ST,14,2019/06/02
HV,14,2019/07/03
ST,14,2019/07/07
HV,14,2019/07/10
ST,14,2019/07/14
HV,14,2019/06/05
ST,14,2019/06/08
ST,14,2019/06/12
ST,14,2019/06/16
ST,14,2019/06/23
HV,14,2019/06/26
ST,14,2019/10/01
ST,14,2019/09/01
ST,14,2019/10/06
HV,14,2019/10/09
ST,14,2019/10/12
HV,14,2019/10/16
ST,14,2019/10/20
HV,14,2019/10/23
ST,14,2019/10/27
HV,14,2019/10/30
ST,14,2019/09/08
HV,14,2019/09/11
ST,14,2019/09/15
HV,14,2019/09/18
ST,14,2019/09/21
HV,14,2019/09/25
ST,14,2019/12/01
ST,14,2019/11/03
HV,14,2019/12/04
ST,14,2019/12/08
HV,14,2019/12/11
ST,14,2019/12/15
HV,14,2019/12/18
ST,14,2019/12/21
HV,14,2019/12/26
ST,14,2019/12/29
HV,14,2019/11/06
ST,14,2019/11/09
HV,14,2019/11/13
ST,14,2019/11/17
HV,14,2019/11/20
ST,14,2019/11/23
HV,14,2019/11/27
ST,14,2020/02/02
ST,14,2020/01/01
HV,14,2020/02/05
ST,14,2020/02/08
HV,14,2020/02/12
ST,14,2020/02/16
ST,14,2020/02/19
ST,14,2020/02/23
HV,14,2020/02/26
ST,14,2020/01/05
HV,14,2020/01/08
ST,14,2020/01/11
HV,14,2020/01/15
ST,14,2020/01/19
HV,14,2020/01/22
ST,14,2020/01/27
HV,14,2020/01/29
ST,14,2020/04/01
ST,14,2020/03/01
ST,14,2020/04/05
HV,14,2020/04/08
ST,14,2020/04/12
HV,14,2020/04/15
ST,14,2020/04/19
HV,14,2020/04/22
ST,14,2020/04/26
HV,14,2020/04/29
HV,14,2020/03/04
ST,14,2020/03/08
HV,14,2020/03/11
ST,14,2020/03/14
HV,14,2020/03/18
ST,14,2020/03/22
HV,14,2020/03/25
ST,14,2020/03/29
ST,14,2020/05/03
HV,14,2020/05/06
ST,14,2020/05/09
HV,14,2020/05/13
ST,14,2020/05/17
HV,14,2020/05/20
ST,14,2020/05/24
ST,14,2020/05/27
ST,14,2020/05/31
ST,14,2020/07/01
HV,14,2020/06/03
ST,14,2020/07/05
HV,14,2020/07/08
ST,14,2020/07/12
HV,14,2020/07/15
ST,14,2020/06/07
HV,14,2020/06/10
ST,14,2020/06/14
ST,14,2020/06/21
HV,14,2020/06/24
ST,14,2020/06/27
